Continent,Region,Subregion,Stock,Group,Name,ScientificName,SpecCode,Source,MinOfYear,MaxOfYear,StartYear,EndYear,Flim,Fpa,Blim,Bpa,Bmsy,MSYBtrigger,Fmsy,last_F,Resilience,r.low,r.hi,stb.low,stb.hi,int.yr,intb.low,intb.hi,endb.low,endb.hi,btype,e.creep,force.cmsy,Comments,
Australia,Indo-Pacific,Australia,meli_ple,benthic,Eastern_king_prawn,Melicertus plebejus,,FishBase,1958,2017,1958,2007,NA,NA,NA,NA,NA,NA,NA,NA,Medium,NA,NA,0.75,0.85,NA,NA,NA,0.1,0.5,CPUE,NA,FALSE,"2012 stock assessment. Tech creep described for this fishery. Replaced r=0.2-0.8 with NA. NEED LBB DATA OR BETTER CATCH DATA, CURRENT CATCH DATA UNINFORMATIVE. RF OK",
South America,ICCAT,Malvinas/Falklands,Merl_aus_MalvinasFalklands,Large benthopelagics (>=90 cm),Southern hake in Malvinas/Falklands,Merluccius australis,,"Portela, J.M., et al. (2012) Analysis of the evolution of hake (Merluccius hubbsi and Merluccius australis) catch and effort by Spanish vessels operating in the Patagonian shelf area since the beginning of this industrial fishery. ICES CM 2002/L: 05.",1970,2018,1970,2018,NA,NA,NA,NA,NA,NA,NA,NA,Low,0.18,0.43,0.7,0.9,NA,NA,NA,0.03,0.25,CPUE,2,F,"Used comb.cpue values from BCRUMB results (all CPUEs), industrial bottom trawl, e.creep added, ACCEPTED by Deng. RF OK",
Oceania,CCSBT; WCPFC,"Northeastern New Zealand, Central New Zealand, Chatham Island, Bounty and Antipodes Islands, South New Zealand, Snares Island, Auckland Island and Campbell Island",Merl_aus_NewZealand,Large benthopelagics (>=90 cm),"Southern hake in Northeastern New Zealand, Central New Zealand, Chatham Island, Bounty and Antipodes Islands, South New Zealand, Snares Island, Auckland Island and Campbell Island",Merluccius australis,,RLSADB (2018) RAM Legacy Stock Assessment Database. Version 4.44-assessment-only. Released 2018-12-22. Accessed [2019-02-01]. doi:10.5281/zenodo.2542919,1953,2018,1980,2012,NA,NA,NA,NA,NA,NA,NA,NA,Low,0.18,0.43,0.5,0.8,NA,NA,NA,0.01,0.4,CPUE,NA,F,"https://www.fishsource.org/stock_page/2083. Biomass data from RAMS Legacy database - NIWA-SOUTHHAKECR. Combined catch from Cambell Island, Auckland Island, Snares Island, South New Zealand, Bounty and Antipodes, Central New Zealand and Northeastern New Zealand set start year to 1970. RF OK",
North America,NAFO; NASCO; ICCAT,"Scotian Shelf, Gulf of St. Lawrence - Eastern Scotian Shelf, Southern Grand Banks - South Newfoundland and Northern Grand Banks - Southern Labrador",Merl_bil_CanadaEastCoast,Medium demersals (30 - 89 cm),"Silver hake in Scotian Shelf, Gulf of St. Lawrence - Eastern Scotian Shelf, Southern Grand Banks - South Newfoundland and Northern Grand Banks - Southern Labrador",Merluccius bilinearis,,DFO (2016) Scotian Shelf Silver Hake (NAFO Divisions 4VWX) Stock Status Update for 2015-2016. DFO Can. Sci. Advis. Sec. Sci. Resp. 2016/027. 10 p.,1950,2018,1952,2018,NA,NA,NA,NA,NA,NA,0.32,NA,Medium,0.25,0.56,0.8,1,NA,NA,NA,0.03,0.25,CPUE,NA,F,Changed initial biomass prior to low. Changed r prior values to default. Changed initial biomass prior to low. RF OK,
South America,IATTC,Araucanian,Merl_gay_Araucanian,Medium bathydemersals (30 - 89 cm),South Pacific hake in Araucanian,Merluccius gayi gayi,,"Pay�, I., and Ehrhardt, N.M. (2005) Comparative sustainability mechanisms of two hake (Merluccius gayi gayi and Merluccius australis) populations subjected to exploitation in Chile. Bulletin of Marine Science 76(2):261-286.; Pay�, I., et al. (1988) Din�mica del stock de merluza com�n y su relaci�n con el medio ambiente. Fondo de Investigacion Pesquera, Instituto de Fomento Pesquero, FIP-IT/96-81. 297 p. ; Gatica, C., et al. (2015) The biology, fishery and market of Chilean hake (Merluccius gayi gayi) in the Southeastern Pacific Ocean. In: Arancibia, H. (ed.) Hakes: Biology and exploitation. Fish and Aquatic Resources Series 17: 127-149. John Wiley & Sons, Chichester.",1950,2018,1950,2018,NA,NA,NA,NA,NA,NA,NA,NA,Medium,NA,NA,0.7,1,NA,NA,NA,0.01,0.4,CPUE,NA,F,"BCRUMB (CPUE and total biomass) comes from industrial vessel, I adjusted int. biomass to 1987 (0.2-0.6), according to ref. catches increased till 1968 (reaching max level) then dropping in 1976 till 1988 due to management implementing annual quotas in 1980-also there was a huge drop in 1972/73 due to national political crisis (fuel shortage across country). RF OK",
South America,IATTC,Central Chile,Merl_gay_CentralChile,Medium bathydemersals (30 - 89 cm),South Pacific hake in Central Chile,Merluccius gayi gayi,,"Gatica, C., et al. (2015) The biology, fishery and market of Chilean hake (Merluccius gayi gayi) in the Southeastern Pacific Ocean. In: Arancibia, H. (ed.) Hakes: Biology and exploitation. Fish and Aquatic Resources Series 17: 127-149. John Wiley & Sons, Chichester.",1950,2018,1950,2018,NA,NA,NA,NA,NA,NA,NA,NA,Medium,NA,NA,0.4,0.8,NA,NA,NA,0.03,0.3,CPUE,NA,F,"Int. biomass windows were selected by software, catches have been double checked. RF OK",
South America,IATTC,"Guayaquil, Central Peru and Humboldtian",Merl_gayp_GuayaquilCPeruHumboldtian,Medium bathydemersals (30 - 89 cm),"Peruvian hake in Guayaquil, Central Peru and Humboldtian",Merluccius gayi peruanus,,"Avad�, A., et al. (2017) Environmental assessment of the Peruvian industrial hake fishery with LCA. The International Journal of Life Cycle Assessment 23(5):1126-1140.",1953,2018,1971,2013,NA,NA,NA,NA,NA,NA,NA,NA,Medium,NA,NA,0.2,0.5,NA,NA,NA,0.01,0.4,CPUE,NA,F,RF OK,
Europe,GFCM; ICCAT,Alboran Sea,Merl_mer_Alboran,Large demersals (>=90 cm),European hake in Alboran Sea,Merluccius merluccius,,"P�rez-Gil, J.L., et al. (2015) Stock Assessment Form Demersal species. Retrieved http://gfcmsitestorage.blob.core.windows.net/documents/SAC/SAF/DemersalSpecies/2015/HKE_GSA01_2015_ESP.pdf",1950,2018,1950,2018,NA,NA,NA,NA,NA,NA,0.2,NA,Medium,0.35,0.8,0.3,0.7,NA,NA,NA,0.03,0.2,CPUE,NA,F,Assessment for GSA 1 and 3 says in 2015 the stock is overexploitated and has a relative low biomass. Check increase in catch in 1970s.,
Europe,GFCM; ICCAT,Western Mediterranean,Merl_mer_WMediterranean,Large demersals (>=90 cm),European hake in Western Mediterranean,Merluccius merluccius,,"STECF (2015) Mediterranean assessments part 1 (STECF 15-18). Publications Office of the European Union, Luxembourg, EUR 27638 EN, JRC 98676. 410 p.",1950,2018,1950,2018,NA,NA,NA,NA,NA,NA,0.2,NA,Medium,0.35,0.8,0.4,0.8,NA,NA,NA,0.03,0.3,CPUE,NA,F,"Relative biomass information for MERLMER_BA from Medits for GSAs 1,5,6 (SGMED 2015, Part 1- 1,5,6,7 minus 7), MERLMER_LI from Medits for GSA7 (SGMED 2015, Part 1 GSA 7), MERLMER_SA from SGMED SSB for GSAs 9-11 (SGMED 2015, Part 1 SSB). RF OK",
Europe,GFCM; ICCAT,Aegean Sea,Merla_mer_Aegean,Medium benthopelagics (30 - 89 cm),Whiting in Aegean Sea,Merlangius merlangus,,"Froese, R., et al. (2016) Exploitation and status of European stocks. Retrieved http://oceanrep.geomar.de/34476/",1950,2018,1950,2018,NA,NA,NA,NA,NA,NA,NA,NA,Medium,0.33,0.74,0.4,0.8,NA,NA,NA,0.03,0.3,CPUE,NA,F,RF OK,
Europe,GFCM; ICCAT,Black Sea,Merla_mer_BlackSea,Medium benthopelagics (30 - 89 cm),Whiting in Black Sea,Merlangius merlangus,,"STECF (2012) Assessment of Black Sea Stocks (STECF-12-15). Publications Office of the European Union, Luxembourg, EUR 25580 EN.",1950,2018,1950,2018,NA,NA,NA,NA,NA,NA,NA,NA,Medium,0.33,0.74,0.5,0.9,NA,NA,NA,0.01,0.4,CPUE,NA,F,RF OK,
Asia,WCPFC,East China Sea and Yellow Sea,Meta_joy_EChinaYellow,Shrimps,Shiba shrimp in East China Sea and Yellow Sea,Metapenaeus joyneri,,"Choi, J.H., et al. (2006) Population parameters and biomass of the shiba shrimp Metapenaeus joyneri in Korean Waters. Korean Journal of Fisheries and Aquatic Sciences 39(4):344-348.",1950,2018,1980,2018,NA,NA,NA,NA,NA,NA,NA,NA,Medium,NA,NA,0.5,0.8,NA,NA,NA,0.03,0.3,CPUE,NA,F,"Industrial, stow net and shrimp trawl, total biomass, assumed shrimp resilience to be high, set start year to 1966 (due to multiple 0's in prior catch years), left windows as is, needs review , , ADD E.CREEP?. RF OK",
Europe,Northern Europe,NA,mon.27.78abd,NA,White anglerfish (Lophius piscatorius) in Subarea 7 and divisions 8.a-b and 8.d (Celtic Seas. Bay of Biscay),Lophius piscatorius,,https://standardgraphs.ices.dk/stockList.aspx,1986,2020,1986,2016,0.53,0.36,16.032,22.278,NA,22.278,0.28,NA,Medium,0.3168,0.72,0.4,0.5,NA,NA,NA,0.2,0.6,CPUE,NA,FALSE,F-age: 3-6 ; type of abundance: SSB. RF OK,
North America,NAFO; ICCAT,"Carolinian, Virginian and Gulf of Maine/Bay of Fundy",Moro_sax_CarolinianVirginianMaine,Large demersals (>=90 cm),"Striped bass in Carolinian, Virginian and Gulf of Maine/Bay of Fundy",Morone saxatilis,,ASMFC (2016) Atlantic Striped Bass Stock Assessment Update 2016. Retrieved http://www.asmfc.org/uploads/file/581ba8f5AtlStripedBassTC_Report2016AssmtUpdate_Oct2016.pdf,1950,2018,1982,2015,NA,NA,NA,NA,NA,NA,NA,NA,Low,0.18,0.43,0.01,0.06,NA,NA,NA,0.1,0.5,CPUE,NA,F,RF OK,
Africa,ICCAT,Sahelian Upwelling,Must_mus_Sahelian,Large sharks (>=90 cm),Smooth-hound in Sahelian Upwelling,Mustelus mustelus,,"Gascuel, D., et al. (2007) Decline of demersal resources in North-West Africa: an analysis of Mauritanian trawl-survey data over the past 25 years. African Journal of Marine Science 29(3):331-345.",1950,2018,1985,2018,NA,NA,NA,NA,NA,NA,NA,NA,Very low,NA,NA,0.8,1,NA,NA,NA,0.03,0.3,CPUE,NA,F,"Like the other demersal stocks in mauritannia, this stock was not fished commercial until 1960. Deng suggested a 1980 Startyear because of suspected issues with the disaggregration. The demersal fishery of mauritania (sahelian) is heavily influenced by the presence of EU fleets or foreign fleets oppurating under the mauritanian flag. Biomass data added to catch file by Sydney, but needs catch. RF OK",
Europe,Mediterranean,western Mediterrannean,mut_7,NA,Red mullet (Mullus barbatus) in GSA 7,Mullus barbatus,,STECF-20-09,2002,2019,2002,2019,NA,NA,NA,NA,NA,NA,0.423,NA,Medium,NA,NA,0.01,0.1,NA,NA,NA,0.2,0.6,CPUE,NA,FALSE,F-age: 0-3 ; type of abundance: survey data ; SSB - estimated from assessment ; assessment method: a4a. RF OK,
Europe,Mediterranean,western Mediterrannean,mut_9,NA,Red mullet (Mullus barbatus) in GSA 9,Mullus barbatus,,STECF-20-09,2003,2019,2004,2018,NA,NA,NA,NA,NA,NA,0.51,NA,Medium,NA,NA,0.01,0.2,NA,NA,NA,0.1,0.5,CPUE,NA,FALSE,F-age: 1-3 ; type of abundance: survey data ; SSB - estimated from assessment ; assessment method: a4a. RF OK,
North America,Southeast Shelf / Gulf of Mexico,Southern Atlantic Coast / Gulf of Mexico,Mutton snapper - Southern Atlantic Coast / Gulf of Mexico,NA,Mutton snapper,Lutjanus analis,,NOAA Fisheries. (2020). Assessment Summary Data. Retrieved from www.st.nmfs.noaa.gov/stocksmart. 12/13/2020,1981,2013,1981,2008,NA,NA,NA,NA,NA,NA,NA,NA,Medium,0.292142,0.711059,0.3,0.4,NA,NA,NA,0.04,0.4,CPUE,NA,FALSE,NOAA Assessment model: ASAP. RF OK,
Europe,NEAFC; NASCO; ICCAT; ICES,North Sea,Myti_edu_NorthSea,Other demersal invertebrates,Blue mussel in North Sea,Mytilus edulis,,"Hilgerloh, G. (1997) Predation by birds on blue mussel Mytilus edulis beds of the tidal flats of Spiekeroog (southern North Sea). Marine Ecology Progress Series 146:61-72.",1950,2018,1950,2018,NA,NA,NA,NA,NA,NA,NA,NA,Medium,0.36,0.82,0.8,1,NA,NA,NA,0.01,0.4,CPUE,NA,F,RF OK,
North America,NAFO; NASCO; ICCAT,Gulf of Maine/Bay of Fundy and Scotian Shelf,Myxi_glu_MaineScotianShelf,Medium demersals (30 - 89 cm),Hagfish in Gulf of Maine/Bay of Fundy and Scotian Shelf,Myxine glutinosa,,DFO (2018) Status of the hagfish (Myxine glutinosa) fishery in the Maritimes region. DFO Can. Sci. Advis. Sec. Sci. Resp. 2018/048. 39 p.,1989,2018,1989,2018,NA,NA,NA,NA,NA,NA,NA,NA,Low,NA,NA,0.7,0.9,NA,NA,NA,0.1,0.5,CPUE,NA,F,RF OK,
South America,CCSBT; ICCAT,Uruguay-Buenos Aires Shelf,Nema_ber_UruguayBuenosAires,Medium demersals (30 - 89 cm),Castaneta in Uruguay-Buenos Aires Shelf,Nemadactylus bergi,,"Lorenzo, M.I. (2016) Actividad y caracter�sticas de la pesca industrial demersal uruguaya en la Zona Com�n de Pesca/Characteristics and activity of the Uruguayan industrial demersal fishing fleet operating in the Common Fishing Zone. Frente Maritimo 24:45-82.",1950,2018,1950,2018,NA,NA,NA,NA,NA,NA,NA,NA,Medium,NA,NA,0.9,1,NA,NA,NA,0.03,0.3,CPUE,2,F,"I adjusted int. biomass windows for 1996 (0.2-0.6), e.creep added, start year set to 1960, q.start set to 1989, q.end set to 2004, -3 years of intense exploitation after development of fisheries in 1960s, this fell in 1971 and reopened the fishery in 1972-1975, also in 1969/1970 was the first bottom trawlers (swept area method), spike in 1995 => 1997 there was a peak in mechanization (via more technological effort)- growth in economic fleet efforts-spike in 1965- maybe due to development of Argentina fisheries system. Set styr to 1964 to reflect start of catch increase. Set interbio to 1996 at 0.1-0.4. RF OK",
Oceania,CCSBT; IOTC; WCPFC,"Shark Bay, Houtman, Leeuwin, Great Australian Bight, South Australian Gulfs, Western Bassian, Bassian, Cape Howe and Manning-Hawkesbury",Nema_mac_SAustralia,Medium demersals (30 - 89 cm),"Tarakihi in Shark Bay, Houtman, Leeuwin, Great Australian Bight, South Australian Gulfs, Western Bassian, Bassian, Cape Howe and Manning-Hawkesbury",Nemadactylus macropterus,,"Edgar, G.J., et al. (2018) Rapid declines across Australian fishery stocks indicate global sustainability targets will not be achieved without an expanded network of �no?fishing� reserves. Aquatic Conservation: Marine and Freshwater Ecosystems 28(6):1337-1350.",1950,2018,1950,2018,NA,NA,NA,NA,NA,NA,NA,NA,Low,0.19,0.51,0.4,0.8,NA,NA,NA,0.03,0.2,CPUE,NA,F,"Catch include multiple marine ecoregions: Bassian, Cape Howe, Great Australian Bight, Houtman, Leeuwin, Manning-Hawkesbury, Shark Bay, South Australian Gulfs, and Western Bassian. Biological stock seems to be across Australia. CPUE from RAM. RF OK",
Asia,IOTC,Western India,Nemi_jap_WIndia,Small demersals (<30 cm),Japanese threadfin bream in Western India,Nemipterus japonicus,,"Zacharia, P.U. (1998) Dynamics of the threadfin bream, Nemipterus japonicus exploited off Karnataka. Indian Journal of Fisheries 45(3):265-270.",1950,2018,1950,2018,NA,NA,NA,NA,NA,NA,1.656,NA,Medium,0.37,0.85,0.9,1,NA,NA,NA,0.1,0.5,CPUE,NA,F,"stb=0.6-1.0, intb=1980, 0.4-0.8 based on biomass trend. Increasing catch would benefit from CPUE data. RF OK",
Europe,Northern Europe,NA,nep.fu.11,NA,Norway lobster (Nephrops norvegicus) in Division 6.a. Functional Unit 11 (West of Scotland. North Minch),Nephrops norvegicus,,https://standardgraphs.ices.dk/stockList.aspx,1981,2020,1994,2016,NA,NA,NA,NA,NA,540,NA,NA,Medium,NA,NA,0.35,0.45,NA,NA,NA,0.2,0.6,CPUE,NA,FALSE,F-age:  ; type of abundance: UWTV_index. RF OK,
Europe,Northern Europe,NA,nep.fu.12,NA,Norway lobster (Nephrops norvegicus) in Division 6.a. Functional Unit 12 (West of Scotland. South Minch),Nephrops norvegicus,,https://standardgraphs.ices.dk/stockList.aspx,1979,2020,1995,2016,NA,NA,NA,NA,NA,1020,NA,NA,Medium,NA,NA,0.2,0.3,NA,NA,NA,NA,NA,CPUE,NA,FALSE,F-age:  ; type of abundance: UWTV_index,
Europe,Northern Europe,NA,nep.fu.13,NA,Norway lobster (Nephrops norvegicus) in Division 6.a. Functional Unit 13 (West of Scotland. the Firth of Clyde and Sound of Jura),Nephrops norvegicus,,https://standardgraphs.ices.dk/stockList.aspx,1981,2020,1995,2016,NA,NA,NA,NA,NA,580,NA,NA,Medium,NA,NA,0.2,0.3,NA,NA,NA,NA,NA,CPUE,NA,FALSE,F-age:  ; type of abundance: UWTV_index,
Europe,Northern Europe,NA,nep.fu.17,NA,Norway lobster (Nephrops norvegicus) in Division 7.b. Functional Unit 17 (west of Ireland. Aran grounds),Nephrops norvegicus,,https://standardgraphs.ices.dk/stockList.aspx,1974,2020,2002,2019,NA,NA,NA,NA,NA,540,NA,NA,Medium,NA,NA,0.45,0.55,NA,NA,NA,NA,NA,CPUE,NA,FALSE,F-age:  ; type of abundance: UWTV_index,
Europe,Northern Europe,NA,nep.fu.6,NA,Norway lobster (Nephrops norvegicus) in Division 4.b. Functional Unit 6 (central North Sea. Farn Deeps),Nephrops norvegicus,,https://standardgraphs.ices.dk/stockList.aspx,1981,2020,2001,2019,NA,NA,NA,NA,NA,858,NA,NA,Medium,NA,NA,0.4,0.5,NA,NA,NA,0.04,0.4,CPUE,NA,FALSE,F-age:  ; type of abundance: A_index. RF OK,
Europe,Northern Europe,NA,nep.fu.8,NA,Norway lobster (Nephrops norvegicus) in Division 4.b. Functional Unit 8 (central North Sea. Firth of Forth),Nephrops norvegicus,,https://standardgraphs.ices.dk/stockList.aspx,1993,2020,1993,2019,NA,NA,NA,NA,NA,292,NA,NA,Medium,NA,NA,0.4,0.5,NA,NA,NA,0.3,0.7,CPUE,NA,FALSE,F-age:  ; type of abundance: UWTV_index. RF OK,
Europe,Northern Europe,NA,nep.fu.9,NA,Norway lobster (Nephrops norvegicus) in Division 4.a. Functional Unit 9 (central North Sea. Moray Firth),Nephrops norvegicus,,https://standardgraphs.ices.dk/stockList.aspx,1993,2019,1993,2018,NA,NA,NA,NA,NA,262,NA,NA,Medium,NA,NA,0.25,0.35,NA,NA,NA,NA,NA,CPUE,NA,FALSE,F-age:  ; type of abundance: UWTV_index,
Europe,GFCM; ICCAT,Adriatic Sea,Neph_nor_Adriatic,"Lobsters, crabs",Norway lobster in Adriatic Sea,Nephrops norvegicus,,"Froese, R., et al. (2016) Exploitation and status of European stocks. Retrieved http://oceanrep.geomar.de/34476/",1950,2018,1950,2018,NA,NA,NA,NA,NA,NA,NA,NA,Medium,0.34,0.78,0.4,0.8,NA,NA,NA,0.04,0.3,CPUE,NA,F,RF OK 20/02/18. RF OK,
Europe,GFCM; ICCAT,Ionian Sea,Neph_nor_Ionian,"Lobsters, crabs",Norway lobster in Ionian Sea,Nephrops norvegicus,,"STECF (2016) Mediterranean assessments part 2 (STECF 16-08). Publications Office of the European Union, Luxembourg, EUR 27758 EN, JRC 101548. 483 p.",1950,2018,1950,2018,NA,NA,NA,NA,NA,NA,NA,NA,Medium,0.34,0.78,0.7,1,NA,NA,NA,0.04,0.4,CPUE,NA,F,Relative biomass information from Medits for GSAs 19+20. Medium resilience assumed. RF OK,
North America,Northeast Shelf,Northwestern Atlantic Coast,Ocean pout - Northwestern Atlantic Coast,NA,Ocean pout,Zoarces americanus,,NOAA Fisheries. (2020). Assessment Summary Data. Retrieved from www.st.nmfs.noaa.gov/stocksmart. 12/13/2020,1968,2016,1968,2016,NA,NA,NA,NA,NA,NA,NA,NA,Low,NA,NA,0.4,0.5,NA,NA,NA,NA,NA,CPUE,NA,FALSE,NOAA Assessment model: Index Method,
North America,Northeast Shelf,Atlantic Coast,Ocean quahog - Atlantic Coast,NA,Ocean quahog,Arctica islandica,,NOAA Fisheries. (2020). Assessment Summary Data. Retrieved from www.st.nmfs.noaa.gov/stocksmart. 12/13/2020,1980,2016,1982,2014,NA,NA,NA,NA,NA,NA,NA,NA,Medium,NA,NA,0.45,0.55,NA,NA,NA,NA,NA,CPUE,NA,FALSE,NOAA Assessment model: Stock Synthesis,
Europe,GFCM; ICCAT,Adriatic Sea,Octo_vul_Adriatic,Cephalopods,Common octopus in Adriatic Sea,Octopus vulgaris,,"Froese, R., et al. (2016) Exploitation and status of European stocks. Retrieved http://oceanrep.geomar.de/34476/",1950,2018,1950,2018,NA,NA,NA,NA,NA,NA,NA,NA,Medium,NA,NA,0.4,0.8,NA,NA,NA,0.02,0.2,CPUE,NA,F,RF OK 20/02/18. RF OK,
Europe,GFCM; ICCAT,Ionian Sea,Octo_vul_Ionian,Cephalopods,Common octopus in Ionian Sea,Octopus vulgaris,,"STECF (2016) Mediterranean assessments part 2 (STECF 16-08). Publications Office of the European Union, Luxembourg, EUR 27758 EN, JRC 101548. 483 p.",1950,2018,1950,2018,NA,NA,NA,NA,NA,NA,NA,NA,Medium,NA,NA,0.5,0.9,NA,NA,NA,0.04,0.4,CPUE,NA,F,Relative biomass information from Medits for GSAs 19+20. RF OK,
Europe,NEAFC; NASCO; ICCAT; ICES,South European Atlantic Shelf,Octo_vul_SEuroAtlanticShelf,Cephalopods,Common octopus in South European Atlantic Shelf,Octopus vulgaris,,"Sonderblohm, C.P., et al. (2014) Environmental and fishery-driven dynamics of the common octopus (Octopus vulgaris) based on time-series analyses from leeward Algarve, southern Portugal. ICES Journal of Marine Science 71(8):2231-2241.",1950,2018,1950,2018,NA,NA,NA,NA,NA,NA,NA,NA,Medium,NA,NA,0.5,0.9,NA,NA,NA,0.2,0.6,CPUE,NA,F,RF OK 23/02/18. RF OK,
North America,PSC; IPHC; NPAFC,North American Pacific Fijordland,Onco_gor_NAmericanPacificFijordland,Medium demersals (30 - 89 cm),Pink salmon in North American Pacific Fijordland,Oncorhynchus gorbuscha,,"Ruggerone, G.T., and Irvine, J.R. (2018) Numbers and biomass of natural- and hatchery-origin pink salmon, chum salmon, and sockeye salmon in the North Pacific Ocean, 1925-2015. Marine and Coastal Fisheries: Dynamics, Management, and Ecosystem Science 10(2):152-168.",1950,2018,1950,2018,NA,NA,NA,NA,NA,NA,NA,NA,Medium,NA,NA,0.1,0.5,NA,NA,NA,0.04,0.4,CPUE,NA,F,Change range of q to account for high variability. RF OK,
North America,IPHC; NPAFC; WCPFC,Aleutian Islands,Onco_ket_Aleutian,Large benthopelagics (>=90 cm),Chum salmon in Aleutian Islands,Oncorhynchus keta,,"Ruggerone, G.T., and Irvine, J.R. (2018) Numbers and biomass of natural- and hatchery-origin pink salmon, chum salmon, and sockeye salmon in the North Pacific Ocean, 1925-2015. Marine and Coastal Fisheries: Dynamics, Management, and Ecosystem Science 10(2):152-168.",1950,2018,1950,2018,NA,NA,NA,NA,NA,NA,NA,NA,Medium,NA,NA,0.01,0.3,NA,NA,NA,0.2,0.6,CPUE,NA,F,Changed resilience priors to NA. RF OK,
North America,IPHC; NPAFC,Gulf of Alaska,Onco_ket_GOA,Large benthopelagics (>=90 cm),Chum salmon in Gulf of Alaska,Oncorhynchus keta,,"Ruggerone, G.T., and Irvine, J.R. (2018) Numbers and biomass of natural- and hatchery-origin pink salmon, chum salmon, and sockeye salmon in the North Pacific Ocean, 1925-2015. Marine and Coastal Fisheries: Dynamics, Management, and Ecosystem Science 10(2):152-168.",1950,2018,1950,2018,NA,NA,NA,NA,NA,NA,NA,NA,Medium,NA,NA,0.5,0.9,NA,NA,NA,0.1,0.5,CPUE,NA,F,Resilience set to default. RF OK,
Asia,WCPFC,Kamchatka Shelf and Coast,Onco_ket_Kamchatka,Large benthopelagics (>=90 cm),Chum salmon in Kamchatka Shelf and Coast,Oncorhynchus keta,,"Ruggerone, G.T., et al. (2010) Abundance of adult hatchery and wild salmon by region of the North Pacific. University of Washington, School of Aquatic and Fishery Sciences, Report SAFS-UW 1001, Seattle.",1950,2018,1950,2018,NA,NA,NA,NA,NA,NA,NA,NA,Medium,NA,NA,0.5,0.9,NA,NA,NA,0.3,0.7,CPUE,NA,F,RF OK,
North America,PSC; IPHC; NPAFC,North American Pacific Fijordland,Onco_ket_NAmericanPacificFijordland,Large benthopelagics (>=90 cm),Chum salmon in North American Pacific Fijordland,Oncorhynchus keta,,"Ruggerone, G.T., and Irvine, J.R. (2018) Numbers and biomass of natural- and hatchery-origin pink salmon, chum salmon, and sockeye salmon in the North Pacific Ocean, 1925-2015. Marine and Coastal Fisheries: Dynamics, Management, and Ecosystem Science 10(2):152-168.",1950,2018,1950,2018,NA,NA,NA,NA,NA,NA,NA,NA,Medium,NA,NA,0.3,0.7,NA,NA,NA,0.03,0.3,CPUE,NA,F,Resilience used instead of r priors. RF OK,
North America,PSC; IPHC; NPAFC; IATTC,"Oregon, Washington, Vancouver Coast and Shelf",Onco_kis_OregonWashingtonVancouver,Large demersals (>=90 cm),"Coho salmon in Oregon, Washington, Vancouver Coast and Shelf",Oncorhynchus kisutch,,"PFMC (2020) Review of 2019 Ocean Salmon Fisheries: Stock Assessment and Fishery Evaluation Document for the Pacific Coast Salmon Fishery Management Plan. (Document prepared for the Council and its advisory entities.) Pacific Fishery Management Council, Portland, OR. Retrieved https://www.pcouncil.org/documents/2020/02/review-of-2019-ocean-salmon-fisheries.pdf/",1950,2018,1950,2018,NA,NA,NA,NA,NA,NA,0.59,NA,Medium,0.24,0.55,0.3,0.7,NA,NA,NA,0.02,0.2,CPUE,NA,F,CPUE from abundance in Oregon - change cpue by taking 1 point from 5 years estimate. RF OK,
North America,IPHC,Eastern Bering Sea,Onco_ner_EBering,Medium pelagics (30 - 89 cm),Sockeye salmon in Eastern Bering Sea,Oncorhynchus nerka,,"Ruggerone, G.T., and Irvine, J.R. (2018) Numbers and biomass of natural- and hatchery-origin pink salmon, chum salmon, and sockeye salmon in the North Pacific Ocean, 1925-2015. Marine and Coastal Fisheries: Dynamics, Management, and Ecosystem Science 10(2):152-168.",1950,2018,1950,2018,NA,NA,NA,NA,NA,NA,NA,NA,Medium,0.37,0.85,0.01,0.4,NA,NA,NA,0.2,0.6,CPUE,NA,F,RF OK,
South America,IATTC,Panama Bight and Guayaquil,Opis_lib_PanamaGuayaquil,Small pelagics (<30 cm),Pacific thread herring in Panama Bight and Guayaquil,Opisthonema libertate,,"Dela Puente, S. (2018) CPUE data. Pers. comm.",1963,2018,1963,2018,NA,NA,NA,NA,NA,NA,NA,NA,Medium,NA,NA,0.01,0.1,NA,NA,NA,0.02,0.2,CPUE,NA,T,Limited resilience to 1. Combined catch from Guayaquil and Panama Bight. Set stb=0.01-0.2 (RF 11/11/2020). RF OK,
Asia,IOTC,Gulf of Oman,Otol_rub_GulfOman,Medium benthopelagics (30 - 89 cm),Tigertooth croaker in Gulf of Oman,Otolithes ruber,,"Jamnia, A.R., et al. (2018) Applying bayesian population assessment models to artisanal, multispecies fisheries in the Northern Mokran Sea, Iran. Nature Conservation 28:61-89.",1950,2018,1950,2018,NA,NA,NA,NA,NA,NA,NA,NA,Medium,0.37,0.83,0.8,1,NA,NA,NA,0.1,0.5,CPUE,NA,F,CPUE data recommended. RF OK,
North America,Pacific Highly Migratory,Pacific,Pacific bluefin tuna - Pacific,NA,Pacific bluefin tuna,Thunnus orientalis,,NOAA Fisheries. (2020). Assessment Summary Data. Retrieved from www.st.nmfs.noaa.gov/stocksmart. 12/13/2020,1952,2018,1952,2018,NA,NA,NA,NA,NA,NA,NA,NA,Medium,0.24935,0.566704,0.25,0.35,NA,NA,NA,0.03,0.2,CPUE,NA,FALSE,NOAA Assessment model: SS. RF OK,"Changed styr=1970, stb=0.6-1, intb=2002 (0.1 - 0.4). typo in stbio. Set to 0.6-1."
